seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,4.469,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,12.545,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,3.015,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,2.504,1,2.504,0.260,0.162,0.066,0.486,1.000
L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,2.100,1,2.100,0.238,0.000,0.000,0.282,1.000
L1_Mu16er2p1_Tau20er2p1,5.788,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu16er2p1_Tau24er2p1,2.504,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu18er2p1_Tau20er2p1,4.603,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu18er2p1_Tau24er2p1,2.073,1,2.073,0.236,0.377,0.101,0.830,1.000
L1_Mu22er2p1_Tau50er2p1,0.162,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu22er2p1_Tau70er2p1,0.054,1,0.054,0.038,0.000,0.000,0.003,1.000
L1_Mu18er2p1_IsoTau26er2p1,0.888,1,0.888,0.155,0.000,0.000,0.187,1.000
L1_Mu20er2p1_IsoTau26er2p1,0.646,1,0.646,0.132,0.000,0.000,0.077,1.000
L1_Mu20er2p1_IsoTau27er2p1,0.565,1,0.565,0.123,0.000,0.000,0.061,1.000
L1_Mu22er2p1_IsoTau28er2p1,0.458,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu22er2p1_IsoTau30er2p1,0.404,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu22er2p1_IsoTau32er2p1,0.377,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu22er2p1_IsoTau33er2p1,0.377,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu22er2p1_IsoTau34er2p1,0.323,1,0.323,0.093,0.000,0.000,0.030,1.000
